Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval,AdoscLastN
PAYC,STRONG_BUY,17,1,8,355.01,11.820512658985379,6.725629663478031,350.22590941,296.65209059,america,NYSE,1d,  4242.01 2919.74 2345.43 2961.59 6975.15 7514.34 8619.44 9070.49
ABT,STRONG_BUY,17,0,9,107.93,2.1329346303796513,0.47477192329175466,109.10401116,105.51998884,america,NYSE,1d,  66187.32 65902.05 78392.93 81832.66 76705.79 62427.82 50166.53 40589.95
COST,STRONG_BUY,17,0,9,546.7,3.801892244406929,1.9435851248515377,546.37323788,515.80676212,america,NASDAQ,1d,  10422.84 26278.05 41485.06 37434.3 36201.11 38787.94 31349.07 34910.19
PSA,STRONG_BUY,17,0,9,301.64,4.403445963216683,2.7268733418927695,299.56835512,281.10964488,america,NYSE,1d,  1914.87 2497.78 3347.58 3195.46 3277.91 3299.7 3852.42 593.33
PEP,STRONG_BUY,17,0,9,188.21,2.0654225222895377,1.500860176781174,188.26416145,182.62283855,america,NASDAQ,1d,  40017.03 16824.89 -4779.38 -19387.98 -15964.6 -21321.45 -10444.3 -6284.81
AVB,STRONG_BUY,17,0,9,197.91,4.9818320075851545,2.6589343513984574,197.8090112,182.7399888,america,NYSE,1d,  -168.46 364.7 1902.92 2406.57 3941.46 4462.89 4545.67 7864.11
CME,STRONG_BUY,17,0,9,186.13,1.8792534054283152,1.4448519994113553,186.44368576,178.90831424,america,NASDAQ,1d,  3260.69 5658.62 6017.93 2956.35 2445.08 3606.23 7525.77 7447.37
TAP,STRONG_BUY,16,1,9,67.28,1.9950275908071262,1.7790148856347656,67.31105892,64.93494108,america,NYSE,1d,  20001.64 16066.72 16504.76 13233.62 14223.27 14808.39 11258.5 6075.16
PLD,STRONG_BUY,16,1,9,127.75,4.161570699411328,2.9893100723948294,127.3054943,117.0785057,america,NYSE,1d,  29436.88 33574.13 40000.33 33600.45 31510.14 29252.08 30774.59 34887.95
CPRT,STRONG_BUY,16,0,10,93.64,5.458367749285188,3.474186704384735,92.57838896,86.68861104,america,NASDAQ,1d,  -1342.14 6162.16 8941.04 6293.57 8341.58 6120.72 7188.97 19824.81
WDC,STRONG_BUY,16,0,10,39.66,1.8437676544604642,3.605015673981171,40.41866382,36.51333618,america,NASDAQ,1d,  25797.18 12057.44 5153.0 1568.92 -1486.5 16920.44 -13608.22 2515.01
SNPS,STRONG_BUY,16,1,9,454.11,3.684552612083209,3.3646842450287835,453.39095896,415.35004104,america,NASDAQ,1d,  -4246.24 -2924.56 -1302.76 -1246.48 -240.44 -829.78 -2643.62 98.54
AMZN,STRONG_BUY,16,1,9,134.68,5.537010045919729,3.2196751967749577,133.99561416,124.09738584,america,NASDAQ,1d,  -316131.72 124282.89 487079.17 470343.79 350510.47 36677.74 -290406.97 -211578.36
DHI,STRONG_BUY,16,1,9,130.31,10.465280561115335,7.65151014473598,127.53501202,112.97298798,america,NYSE,1d,  62733.89 72383.19 74917.76 82201.77 75912.47 71686.33 77071.04 87665.58
FICO,STRONG_BUY,16,0,10,824.45,4.053209816554855,2.6791607820280063,822.38611869,768.49288131,america,NYSE,1d,  -444.2 -505.17 -133.53 -367.06 -420.38 -309.43 467.87 1347.61
ROL,STRONG_BUY,16,0,10,44.54,6.033312957296772,2.5605600073685224,44.64633839,40.44966161,america,NYSE,1d,  3634.4 3675.97 5299.64 3214.08 4624.03 8702.31 12020.32 15638.2
EQR,STRONG_BUY,16,1,9,68.51,4.425363270784217,2.1165598449843515,68.90387086,63.29012914,america,NYSE,1d,  -3892.3 -994.06 1671.35 1827.42 3869.69 4660.1 8658.3 5949.72
LEN,STRONG_BUY,16,0,10,133.24,10.589745579137855,6.118287962535234,130.88071082,116.98228918,america,NYSE,1d,  42786.56 38353.28 34785.67 34752.09 37202.4 35994.26 39141.32 52532.95
NOW,STRONG_BUY,16,1,9,580.38,4.704907444306954,2.801818046556434,581.39395004,534.53604996,america,NYSE,1d,  8951.24 9912.0 9280.09 8177.94 8047.03 5295.56 2406.52 983.11
MSFT,STRONG_BUY,16,1,9,345.24,2.8324291683925935,2.0040950549109766,346.99952481,328.54147519,america,NASDAQ,1d,  -16193.96 224956.75 295499.0 235925.42 187979.78 100005.65 -5776.17 46065.55
RMD,STRONG_BUY,16,0,10,222.35,2.505117188220325,2.3790996532877813,220.63023042,212.83976958,america,NYSE,1d,  -4387.13 -3934.02 -2722.52 -2424.7 -2117.12 -1164.73 -1796.1 -5243.24
DXCM,STRONG_BUY,16,0,10,137.32,7.933912879442872,5.239763034264982,135.47332597,122.47567403,america,NASDAQ,1d,  -381.29 -2536.24 1477.91 -1264.88 4617.01 12524.04 18764.25 20021.71
NVR,STRONG_BUY,16,0,10,6396.55,5.685295173346432,2.3420326714365842,6465.82506527,5909.71893473,america,NYSE,1d,  -34.46 -70.76 -87.04 -97.61 -65.39 3.29 75.94 64.08
CDNS,STRONG_BUY,16,1,9,240.74,3.973694895668899,2.938409701198964,241.01412313,222.47187687,america,NASDAQ,1d,  8405.3 11284.04 6972.12 3376.27 1531.58 -548.42 -3121.57 1422.23
ADP,STRONG_BUY,16,1,9,229.47,4.707829243773617,2.8612155795721037,228.77581854,212.36918146,america,NASDAQ,1d,  -1380.35 -3232.36 -2024.32 -2910.05 -242.05 4080.59 10348.71 13436.51
COO,STRONG_BUY,16,0,10,397.36,7.124756019971315,3.666522308547229,393.32573792,363.32326208,america,NYSE,1d,  719.48 2379.71 2803.29 2870.25 3122.57 3091.33 2668.92 5431.8
GOOGL,STRONG_BUY,16,1,9,125.42,2.891833135075288,4.219640690698185,125.9702981,115.7427019,america,NASDAQ,1d,  496287.05 638080.33 682309.83 562017.38 549244.81 394997.16 368828.89 484228.06
AOS,STRONG_BUY,16,0,10,74.41,5.389634296817519,2.8018015528722344,74.42085775,68.73214225,america,NYSE,1d,  -1438.46 1502.78 4827.35 6508.27 7133.89 8993.15 13527.84 7933.08
LVS,STRONG_BUY,16,0,10,60.94,4.829784922035913,5.288619361080876,60.87262704,55.12637296,america,NYSE,1d,  -23647.22 -48181.8 -47832.97 -36790.9 -27888.1 -26293.17 -23500.24 -13906.44
STZ,STRONG_BUY,16,0,10,255.47,3.3885478172539507,1.6193381835250023,255.98019775,241.01180225,america,NYSE,1d,  2385.13 3022.67 4598.95 5110.51 5514.11 5360.0 4688.96 11326.32
MTCH,STRONG_BUY,16,2,8,48.07,14.290016554712764,9.409140568099048,47.14926777,38.65373223,america,NASDAQ,1d,  55886.28 24662.79 30833.61 43128.33 55061.87 44570.93 29488.02 11776.93
CARR,STRONG_BUY,16,2,8,53.84,12.083382478846744,5.211732749692217,53.85507445,45.52692555,america,NYSE,1d,  -11017.17 -1415.37 6417.22 27043.35 51391.68 74499.7 96836.95 55944.23
BKNG,STRONG_BUY,16,1,9,2866.92,7.265738608877243,4.7587831564223535,2835.43884461,2554.59515539,america,NASDAQ,1d,  -524.18 -269.71 358.17 1013.19 1034.91 1075.49 1874.18 4110.49
PHM,STRONG_BUY,16,0,10,82.51,9.82687171601225,5.704805462674713,81.36793983,72.70506017,america,NYSE,1d,  -38432.61 -44632.36 -40348.54 -33213.24 -25375.17 -17800.27 -5504.03 13841.32
GOOG,STRONG_BUY,16,1,9,125.7,2.5625683370384564,3.887731825845492,126.55999002,116.54000998,america,NASDAQ,1d,  222718.91 318513.75 365201.04 266865.9 242641.14 144953.5 132037.57 224903.0
ISRG,STRONG_BUY,16,0,10,354.0,8.02711663724402,4.079994590192371,350.72033989,318.47516011,america,NASDAQ,1d,  -5849.34 -2014.85 1786.19 -742.71 413.99 5182.42 3814.81 7641.91
ORLY,STRONG_BUY,15,1,10,961.41,3.532421118988765,0.7305877705914554,972.48814439,912.02185561,america,NASDAQ,1d,  -1777.29 -2163.46 -130.87 189.01 415.84 532.58 1877.97 2611.77
IPG,STRONG_BUY,15,1,10,39.32,0.769697323506108,1.8283524110426441,40.2685199,37.5674801,america,NYSE,1d,  13171.59 3543.57 -3156.94 -5611.06 -2303.54 4837.5 15397.03 286.88
CTAS,STRONG_BUY,15,1,10,496.36,1.9510702233286281,1.2066666394803036,497.90951581,480.57948419,america,NASDAQ,1d,  5139.86 7570.47 8148.13 6290.14 6539.93 5928.71 4334.02 2893.44
