Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval,AdoscLastN
LW,STRONG_SELL,2,17,7,97.24,0.006856362701640251,-1.26715945089758,99.96860365,95.24339635,america,NYSE,1d,  -3635.13 -2915.04 -1398.83 -4214.08 -8190.76 -9741.15 -10510.47 -4662.71
CLX,STRONG_SELL,0,17,9,138.44,-10.032038576265464,-7.21304003967775,161.64080655,142.07519345,america,NYSE,1d,  -28081.96 -34353.06 -31644.23 -34169.48 -27907.43 -25840.86 -19236.58 -25835.54
PLD,STRONG_SELL,1,16,9,121.57,-0.894291048122156,-0.7073083080139924,125.56414751,120.28485249,america,NYSE,1d,  -121.61 2268.87 -3714.95 -6025.7 -3888.77 -3572.29 -6459.4 -11809.94
UNH,STRONG_SELL,1,16,9,480.66,-2.0237605861127577,-0.2502770479759846,495.22889362,473.46410638,america,NYSE,1d,  -10157.72 -27019.8 -47580.16 -50797.66 -44367.69 -28004.77 -21638.86 -16150.47
AMCR,STRONG_SELL,1,16,9,9.19,-3.1101739588824415,-1.2995381806465502,9.80661652,9.05338348,america,NYSE,1d,  -61364.6 -86897.94 -95145.18 -107546.91 -83707.58 -58593.67 -32728.11 -62671.05
BBWI,STRONG_SELL,0,16,10,35.18,-4.493009366092039,-3.4550893273690377,38.44983595,34.41916405,america,NYSE,1d,  -32659.24 -44092.23 -54438.44 -48855.82 -37255.0 -36276.82 -45535.15 -58714.26
DIS,STRONG_SELL,1,16,9,81.94,-3.3350242429247174,-1.2568839400841227,86.54128052,80.12171948,america,NYSE,1d,  74421.24 -236637.77 -349635.49 -381824.78 -343780.63 -261544.92 -220982.24 -242817.89
JKHY,STRONG_SELL,1,16,9,152.69,-3.5853202667205437,-0.01047764986313382,160.67014803,149.66685197,america,NASDAQ,1d,  2320.02 999.55 237.54 -483.99 -645.13 -1180.52 -645.23 -244.71
NKE,STRONG_SELL,1,16,9,94.62,-6.719814396114458,-2.3105990212475973,103.36051552,93.95448448,america,NYSE,1d,  -83701.84 -79636.91 -60680.68 -61957.17 -47786.23 -35627.54 -44382.53 -57730.96
FMC,STRONG_SELL,1,16,9,72.5,-13.408710888071951,-4.034521099168742,94.02047716,68.88152284,america,NYSE,1d,  -21501.16 -28204.48 -30686.32 -33293.32 -32646.05 -30982.43 -29973.16 -32278.68
ELV,STRONG_SELL,0,16,10,438.78,-3.526457777709382,-1.4112672195496856,463.33102155,435.52897845,america,NYSE,1d,  -377.45 -2080.22 -5585.3 -7009.44 -6017.17 -370.16 2667.27 9068.27
ESS,STRONG_SELL,1,16,9,222.08,-5.2565116225911055,-1.8179245950342988,244.88420554,218.89079446,america,NYSE,1d,  1551.95 800.66 119.6 -417.37 -349.99 -774.88 -622.87 -582.5
SWKS,STRONG_SELL,0,16,10,97.82,-6.115031957428172,-1.1409918240709942,112.35395332,93.75804668,america,NASDAQ,1d,  3673.65 6767.9 8861.39 7473.92 7109.87 4968.48 2650.82 4264.22
FCX,STRONG_SELL,0,16,10,38.82,-3.1138989956062773,-2.8115063966151723,41.41301689,38.17198311,america,NYSE,1d,  -20420.37 -81046.83 -147539.94 -182233.53 -190188.71 -161980.61 -156590.02 -117805.14
HSY,STRONG_SELL,1,16,9,209.07,-3.0895881667211,-0.6047294406252774,219.09495294,206.66504706,america,NYSE,1d,  -12794.2 -16704.35 -15487.8 -14942.33 -16000.1 -13008.73 -10640.51 -15238.61
DVN,STRONG_SELL,0,16,10,48.99,-3.2289924606430986,-4.048416475703618,53.71550054,48.12349946,america,NYSE,1d,  -118049.44 -155547.64 -156747.12 -167108.87 -169964.18 -169524.88 -159376.18 -181505.38
OMC,STRONG_SELL,1,16,9,76.77,-3.396292894084482,-2.193854150741487,81.69218991,76.93181009,america,NYSE,1d,  9855.92 8784.68 7547.84 4810.2 1305.11 262.21 -1116.78 -7063.24
ALB,STRONG_SELL,0,16,10,179.99,-4.73275170203101,-2.5764546684709018,202.19260592,177.17439408,america,NYSE,1d,  9116.0 -1097.4 -7485.16 -7774.46 -5341.38 -5106.02 -4252.87 -159.49
BK,STRONG_SELL,1,16,9,44.12,-1.2614601978902584,-1.9185025454060423,46.07618588,43.12781412,america,NYSE,1d,  -37244.04 -49094.19 -60224.29 -63920.51 -55987.93 -59191.84 -58651.1 -48790.37
KMB,STRONG_SELL,0,16,10,124.37,-2.296021244944825,-1.2505458731986039,130.67392848,123.88907152,america,NYSE,1d,  -7984.52 -11506.74 -10660.37 -10170.11 -8303.45 -6438.5 -5473.44 -7109.81
MKTX,STRONG_SELL,0,16,10,224.15,-5.435241174313532,-0.5991104252309327,255.23761205,214.95238795,america,NASDAQ,1d,  -1407.23 86.14 749.76 92.39 161.63 -402.13 -988.33 -2060.47
MO,STRONG_SELL,0,16,10,43.06,-1.470543376340828,-2.013880987598128,44.99195471,42.76204529,america,NYSE,1d,  -108658.28 -129667.1 -147508.35 -144002.78 -110496.88 -116482.66 -178408.91 -209469.97
SBAC,STRONG_SELL,0,16,10,213.48,-3.571501164305488,-1.3304307434189155,227.77326195,211.16423805,america,NASDAQ,1d,  312.58 -615.26 -1554.94 -1794.14 -1609.31 -1812.81 -1186.19 -3553.65
AMT,STRONG_SELL,1,16,9,177.36,-1.7040332252910702,-1.2461163264624275,183.27625761,175.59474239,america,NYSE,1d,  -388.72 2949.06 771.73 -1993.48 -1339.01 -4139.0 -5940.5 -14095.92
QCOM,STRONG_SELL,1,16,9,110.72,-1.3731332647434726,-0.43344544162874854,117.30221422,106.36628578,america,NASDAQ,1d,  -25800.55 -59759.57 -65515.34 -64122.71 -47287.61 -52571.82 -52457.08 -51019.55
SBUX,STRONG_SELL,1,16,9,95.29,-2.2143471601801963,-0.8026150050488781,98.96621682,94.02178318,america,NASDAQ,1d,  -12129.79 -42879.22 -32285.21 -19381.54 -14550.64 -21626.6 -9505.48 15966.36
NTRS,STRONG_SELL,1,16,9,70.45,-7.099717804678647,-4.474576271186436,78.66147289,70.80552711,america,NASDAQ,1d,  -5935.07 -7602.75 -9199.1 -9813.23 -7484.92 -8840.66 -10142.54 -13323.5
