Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval,AdoscLastN
PAVS,STRONG_SELL,0,17,9,2.34,-23.798524249004586,-17.625357308813378,3.40575857,2.56562143,america,NASDAQ,1h,  57.95 45.89 36.78 29.71 24.12 3.73 -4.95 -217.1
VBLT,STRONG_SELL,0,16,10,0.1924,-19.972271473521374,-16.376912378303217,0.28717857,0.19312143,america,NASDAQ,1h,  28951.89 -8985.05 -37883.5 -60390.16 -64049.47 -63305.17 -55089.42 -60072.3
XTLB,STRONG_SELL,0,16,10,0.7749,-18.14886512751886,-15.482911165984632,1.02475444,0.84952166,america,NASDAQ,1h,  251.72 145.1 88.29 57.02 39.05 28.15 -33.92 -56.23
ELTX,STRONG_SELL,0,17,9,6.19,-15.146236763085383,-13.516081258557563,7.8611297,6.4828603,america,NASDAQ,1h,  131.56 110.54 28.26 -7.97 -22.07 -25.83 -40.09 -43.56
BEAT,STRONG_SELL,0,17,9,1.53,-19.412041632877006,-13.412073639352798,2.09470508,1.62849492,america,NASDAQ,1h,  -1580.8 -1855.5 -2038.47 -2838.33 -3498.37 -6769.63 -7609.04 -7543.57
ARBKL,STRONG_SELL,0,18,8,6.0001,-12.32632373468357,-10.92765813417337,7.48665208,6.26034792,america,NASDAQ,1h,  640.58 937.26 908.84 833.68 727.14 598.36 491.29 402.82
ONTX,STRONG_SELL,0,17,9,0.6658,-7.814534751324317,-10.755335847053587,0.82437359,0.63800551,america,NASDAQ,1h,  -327.38 246.53 -388.09 -723.8 -3278.42 -4291.63 -4440.41 -7491.26
CUTR,STRONG_SELL,0,17,9,3.47,-18.649312831800472,-10.473792299198124,4.87971851,3.43572149,america,NASDAQ,1h,  1263.82 1543.54 105.32 -3126.73 -13850.85 -16978.82 -23031.14 -35096.67
NLSP,STRONG_SELL,0,16,10,0.76,-3.6811700730348917,-9.967903557618286,0.90676515,0.73636325,america,NASDAQ,1h,  1580.04 -3049.14 -3921.47 -3730.93 -4307.68 -4685.6 -4414.25 -4573.94
SYTA,STRONG_SELL,0,17,9,2.2501,-22.242047929302203,-8.945964866844434,3.27541322,2.15048678,america,NASDAQ,1h,  -968.34 -1050.09 -1124.03 -1179.37 -704.07 -671.53 -1069.03 -1199.05
CTCX,STRONG_SELL,0,19,7,2.76,-9.061654560658695,-8.940943582975919,3.4160033,2.6546667,america,NASDAQ,1h,  960.32 572.24 503.37 429.43 424.42 383.78 332.27 141.95
CALC,STRONG_SELL,1,16,9,2.0122,-13.86720087665229,-8.888385782205106,2.4885816,2.0439384,america,NASDAQ,1h,  81.4 92.01 -22.14 -1454.1 -1908.35 -1920.69 -1751.13 -1843.94
TRIB,STRONG_SELL,1,16,9,0.5215,-6.678596774644092,-8.74320583105542,0.63854215,0.50022215,america,NASDAQ,1h,  707.76 621.99 530.36 541.71 497.1 433.66 368.29 207.99
MNPR,STRONG_SELL,0,16,10,0.461,-12.839580586330584,-8.727330323909072,0.56329315,0.47333175,america,NASDAQ,1h,  -1163.72 -1149.0 -1038.52 -898.92 -1023.22 -1070.46 -458.25 -147.68
ABLV,STRONG_SELL,0,17,9,3.05,-8.9556769280196,-8.68400173650096,3.62554682,3.05800318,america,NASDAQ,1h,  371.42 46.36 -78.95 -121.44 128.03 161.33 124.06 90.22
NA,STRONG_SELL,0,16,10,1.17,-10.880455172057736,-8.67579908675799,1.48105919,1.18826081,america,NASDAQ,1h,  -1668.77 -1408.12 -1173.48 -1093.31 -936.62 -787.37 -654.74 -540.96
ASNS,STRONG_SELL,0,16,10,1.08,-6.618554355441603,-8.666531357824226,1.24783751,1.08765249,america,NASDAQ,1h,  1088.23 808.41 119.63 -86.47 -277.16 -329.97 -321.57 -481.41
SCNI,STRONG_SELL,1,16,9,0.65,-10.78204479043319,-8.556315241552,0.80447194,0.64228676,america,NASDAQ,1h,  -215.95 -36.95 -26.55 -40.56 -42.61 8.47 -98.67 637.42
CSLR,STRONG_SELL,1,16,9,1.41,-14.869637672438571,-8.55438095855763,1.85370457,1.39214543,america,NASDAQ,1h,  1415.74 -8150.93 -13828.76 -15913.17 -15319.87 -13779.89 -12104.64 -11035.11
