Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval
ZKTUSDT,STRONG_SELL,2,17,7,0.97,-63.437158447226174,-50.626081645118596,3.6670037,1.2364963,america,Kucoin,Interval.INTERVAL_1_DAY
HISEALSUSDT,STRONG_SELL,2,12,8,0.005847,-43.4462119988432,-30.04056139847087,0.01371497,0.00574873,america,Kucoin,Interval.INTERVAL_1_DAY
MEMUSDT,STRONG_SELL,2,17,7,0.01238,-38.73310149569424,-24.118908979466752,0.0248904,0.0125356,america,Kucoin,Interval.INTERVAL_1_DAY
CIRUSUSDT,STRONG_SELL,1,16,9,0.04237,-25.545187762489675,-22.485867437478277,0.06807904,0.03916596,america,Kucoin,Interval.INTERVAL_1_DAY
LINADOWNUSDT,STRONG_SELL,1,10,6,12.5479,-17.95630143999209,-20.371543197576344,20.47283123,9.45376877,america,Kucoin,Interval.INTERVAL_1_DAY
KINGUSDT,STRONG_SELL,1,15,8,0.00406,-37.971041948992635,-19.826224328593995,0.00836725,0.00334775,america,Kucoin,Interval.INTERVAL_1_DAY
ISPUSDT,STRONG_SELL,1,15,10,0.0007072,-25.50064786625512,-15.956599759943913,0.00121071,0.00063757,america,Kucoin,Interval.INTERVAL_1_DAY
TOKOUSDT,STRONG_SELL,1,16,9,0.001521,-31.835598757713868,-14.40148573358097,0.00270987,0.00139883,america,Kucoin,Interval.INTERVAL_1_DAY
HIFRIENDSUSDT,STRONG_SELL,1,12,9,0.014546,-32.35604733495569,-13.972262471537988,0.02946735,0.01201895,america,Kucoin,Interval.INTERVAL_1_DAY
IGUUSDT,STRONG_SELL,0,13,9,0.03246,-26.474035889096754,-12.711431414203872,0.05221866,0.03109334,america,Kucoin,Interval.INTERVAL_1_DAY
LTXUSDT,STRONG_SELL,2,17,7,0.136,-24.490589084448388,-12.161725763740876,0.20164893,0.13496107,america,Kucoin,Interval.INTERVAL_1_DAY
NUMUSDT,STRONG_SELL,1,17,8,0.02508,-27.9772490812648,-12.098696200757033,0.04007939,0.02366661,america,Kucoin,Interval.INTERVAL_1_DAY
ACEUSDT,STRONG_SELL,0,17,9,0.00315,-32.23912061436532,-11.200067657091324,0.00542157,0.00279203,america,Kucoin,Interval.INTERVAL_1_DAY
CPCBTC,STRONG_SELL,2,14,10,8e-08,-11.1111111111111,-11.1111111111111,1e-07,8e-08,america,Kucoin,Interval.INTERVAL_1_DAY
ROARUSDT,STRONG_SELL,0,18,8,0.004613,-26.61353187292194,-10.319219254247827,0.00738254,0.00419186,america,Kucoin,Interval.INTERVAL_1_DAY
HAWKUSDT,STRONG_SELL,2,16,8,0.001382,-35.298716742276355,-10.195594255637147,0.0025576,0.0011585,america,Kucoin,Interval.INTERVAL_1_DAY
YFDAIBTC,STRONG_SELL,1,16,9,0.004668,-19.721674288062985,-10.026598820400125,0.00670581,0.00435889,america,Kucoin,Interval.INTERVAL_1_DAY
HIPUNKSUSDT,STRONG_SELL,0,17,9,0.11772,-20.082372453754246,-9.342944275020784,0.16698573,0.11517827,america,Kucoin,Interval.INTERVAL_1_DAY
AURORAUSDT,STRONG_SELL,0,17,9,0.1177,-20.32762472077438,-8.915028633338494,0.16890452,0.11327548,america,Kucoin,Interval.INTERVAL_1_DAY
ALTUSDT,STRONG_SELL,0,15,9,0.05025,-17.950704129912523,-8.903029314189368,0.07036255,0.04636345,america,Kucoin,Interval.INTERVAL_1_DAY
AFKUSDC,STRONG_SELL,0,16,10,0.008229,-6.756710820028772,-8.477177684847405,0.00973961,0.00848079,america,Kucoin,Interval.INTERVAL_1_DAY
HBBUSDT,STRONG_SELL,1,17,8,0.05221,-29.574111545920417,-7.853865160607128,0.08430191,0.04329309,america,Kucoin,Interval.INTERVAL_1_DAY
