Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval
IGUBTC,STRONG_BUY,14,1,9,5.36e-06,131.03448275862073,57.64705882352942,4.86e-06,1.05e-06,america,Kucoin,Interval.INTERVAL_1_DAY
QTUMBUSD,STRONG_BUY,16,0,10,3.048,30.871618720480882,23.485799943280796,2.77826343,1.78513657,america,BINANCE,Interval.INTERVAL_1_DAY
QTUMUSDT,STRONG_BUY,16,0,10,3.047,30.772532188841183,23.32038206248987,2.78181867,1.78428133,america,BINANCE,Interval.INTERVAL_1_DAY
INJTRY,STRONG_BUY,16,0,10,238.12,42.33057449178662,20.512781581970657,231.65735667,111.75764333,america,BINANCE,Interval.INTERVAL_1_DAY
INJBUSD,STRONG_BUY,16,0,10,8.897,28.78213998620933,18.42613175023628,8.52432029,5.17347971,america,BINANCE,Interval.INTERVAL_1_DAY
INJUSDT,STRONG_BUY,16,0,10,8.89,28.7037931322767,18.367618667199253,8.52040153,5.17879847,america,BINANCE,Interval.INTERVAL_1_DAY
INJBTC,STRONG_BUY,17,0,9,0.0002891,16.793923968811853,17.09194005670311,0.00027036,0.00020798,america,BINANCE,Interval.INTERVAL_1_DAY
WOOBUSD,STRONG_BUY,16,1,9,0.2527,23.35453856591539,15.54112752046089,0.24819437,0.15220563,america,BINANCE,Interval.INTERVAL_1_DAY
FLOWBNB,STRONG_BUY,16,2,8,0.002641,19.930974978429703,15.026132404181197,0.00253079,0.00174351,america,BINANCE,Interval.INTERVAL_1_DAY
WOOUSDT,STRONG_BUY,16,0,10,0.2507,22.37625695596992,14.673863324489972,0.24775932,0.15276068,america,BINANCE,Interval.INTERVAL_1_DAY
INJBNB,STRONG_BUY,16,0,10,0.03598,30.46475257928961,14.262123281145776,0.03551548,0.02155552,america,BINANCE,Interval.INTERVAL_1_DAY
AGLDBTC,STRONG_BUY,15,1,10,1.955e-05,12.81015579919216,13.267670915411344,2.041e-05,1.444e-05,america,BINANCE,Interval.INTERVAL_1_DAY
VETTRY,STRONG_BUY,16,1,9,0.5535,31.592502028034204,12.899277934157396,0.56446217,0.28907783,america,BINANCE,Interval.INTERVAL_1_DAY
MKRETH,STRONG_BUY,16,0,10,0.4355,16.194271806496488,12.73913381138523,0.42912259,0.34500741,america,Kucoin,Interval.INTERVAL_1_DAY
AXSTRY,STRONG_BUY,16,2,8,171.0,24.4149103903285,12.271026196572791,172.842985,96.567015,america,BINANCE,Interval.INTERVAL_1_DAY
WOOBNB,STRONG_BUY,17,0,9,0.001023,25.21419828641372,11.559432933478746,0.00103025,0.00063845,america,BINANCE,Interval.INTERVAL_1_DAY
VETKCS,STRONG_BUY,16,0,10,0.003132,20.63646133046761,10.843714609286508,0.00320685,0.00195225,america,Kucoin,Interval.INTERVAL_1_DAY
ROUTEUSDT,STRONG_BUY,17,0,9,3.102,21.5207725305075,10.635171427450501,3.09793093,2.13389907,america,Kucoin,Interval.INTERVAL_1_DAY
SNTBUSD,STRONG_BUY,17,0,9,0.02557,15.946208577117375,9.865085503136541,0.02515507,0.01847193,america,BINANCE,Interval.INTERVAL_1_DAY
GASUSDT,STRONG_BUY,13,2,9,2.821,13.344761855001266,8.956780348383603,2.78361109,2.09948891,america,BINANCE,Interval.INTERVAL_1_DAY
GASBUSD,STRONG_BUY,15,2,9,2.816,13.245486016227389,8.902467321525236,2.77957531,2.09762469,america,BINANCE,Interval.INTERVAL_1_DAY
DOTRUB,STRONG_BUY,16,0,10,472.0,14.654013701111353,8.695652173913032,467.00396252,353.43603748,america,BINANCE,Interval.INTERVAL_1_DAY
UNIKCS,STRONG_BUY,16,0,10,0.8388,18.408235882870542,8.678189215101966,0.85374859,0.59445141,america,Kucoin,Interval.INTERVAL_1_DAY
AGIXTRY,STRONG_BUY,15,0,9,6.776,19.23210029809907,8.59670491698185,6.93748504,4.31631496,america,BINANCE,Interval.INTERVAL_1_DAY
ENJTRY,STRONG_BUY,17,0,9,8.33,21.046258115259732,8.308412430113137,8.56969311,5.24630689,america,BINANCE,Interval.INTERVAL_1_DAY
ZILTRY,STRONG_BUY,17,0,9,0.5787,21.57392668468279,8.216770139875834,0.6023949,0.3464251,america,BINANCE,Interval.INTERVAL_1_DAY
HYVEUSDT,STRONG_BUY,18,0,8,0.05739,18.070215466313584,8.209518063202339,0.05779718,0.04263482,america,Kucoin,Interval.INTERVAL_1_DAY
MANATRY,STRONG_BUY,16,1,9,10.79,16.058943745294172,7.171235597934043,11.16712933,6.98587067,america,BINANCE,Interval.INTERVAL_1_DAY
RVNTRY,STRONG_BUY,16,1,9,0.5402,20.75915886797297,7.099664941810914,0.56068996,0.34919004,america,BINANCE,Interval.INTERVAL_1_DAY
DOTTRY,STRONG_BUY,15,0,11,141.9,20.21009234236608,6.715800556516498,147.21622612,93.24377388,america,BINANCE,Interval.INTERVAL_1_DAY
NEOBNB,STRONG_BUY,16,1,9,0.04049,16.136989444699395,6.555435669359724,0.04125026,0.02952174,america,BINANCE,Interval.INTERVAL_1_DAY
PUMLXUSDT,STRONG_BUY,16,1,9,0.0209,8.731447371638353,6.145251396648035,0.0216631,0.0161729,america,Kucoin,Interval.INTERVAL_1_DAY
NEARTRY,STRONG_BUY,15,1,10,39.0,18.511015458952755,5.682464840256898,41.3771103,24.6338897,america,BINANCE,Interval.INTERVAL_1_DAY
BNBTRY,STRONG_BUY,16,0,10,6604.0,9.284071289427771,5.48004280534748,6607.68433516,5354.41566484,america,BINANCE,Interval.INTERVAL_1_DAY
XTZTRY,STRONG_BUY,16,1,9,21.9,14.789901304235144,4.689516707299575,22.96209727,15.20290273,america,BINANCE,Interval.INTERVAL_1_DAY
ROSETRY,STRONG_BUY,18,1,7,1.356,14.876313114198595,4.581212401665908,1.41303574,0.97796426,america,BINANCE,Interval.INTERVAL_1_DAY
FILTRY,STRONG_BUY,18,1,7,108.65,13.867404472950582,4.510345225613463,113.21287589,77.75012411,america,BINANCE,Interval.INTERVAL_1_DAY
