Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval
SBUX,STRONG_BUY,17,0,9,109.29,5.982977818987649,1.7872609922604994,111.05232397,98.98067603,america,NASDAQ,Interval.INTERVAL_1_DAY
IP,BUY,13,4,9,36.38,2.552055917598281,0.03024553878303493,37.13178844,34.63621156,america,NYSE,Interval.INTERVAL_1_DAY
CVS,SELL,5,13,8,73.44,-2.0142406725396,-1.6880630781381711,77.83316386,72.21383614,america,NYSE,Interval.INTERVAL_1_DAY
DAL,SELL,5,13,8,34.12,0.8085563281900079,-0.9377812617948393,35.77152831,32.30947169,america,NYSE,Interval.INTERVAL_1_DAY
PWR,STRONG_BUY,17,0,9,168.27,3.5369643000720714,1.2576724034179847,169.72736013,159.78963987,america,NYSE,Interval.INTERVAL_1_DAY
XYL,BUY,14,2,10,104.54,3.4312173500079126,0.4535496021832017,106.39992462,99.23607538,america,NYSE,Interval.INTERVAL_1_DAY
KDP,BUY,12,5,9,35.36,0.6575763614107899,0.1330954605952286,35.575164,35.033836,america,NASDAQ,Interval.INTERVAL_1_DAY
DUK,BUY,13,3,10,98.9,2.1961670374410573,0.38163290162802355,100.82494815,94.43605185,america,NYSE,Interval.INTERVAL_1_DAY
VICI,BUY,14,5,7,33.19,3.3881234077884272,0.9151996108120954,33.56048219,31.42651781,america,NYSE,Interval.INTERVAL_1_DAY
ADP,SELL,3,13,10,215.47,-0.11990370774212522,-0.364840307224199,220.87514092,211.87185908,america,NASDAQ,Interval.INTERVAL_1_DAY
RF,SELL,1,16,9,18.3,-0.6262896681436132,-1.6869023315783807,19.01422512,18.00677488,america,NYSE,Interval.INTERVAL_1_DAY
NKE,BUY,15,1,10,127.09,4.034555399527235,1.3089088706077519,128.69862352,117.47937648,america,NYSE,Interval.INTERVAL_1_DAY
HOLX,STRONG_BUY,17,0,9,85.62,5.517636599885293,1.904308497976686,86.32702243,78.51647757,america,NASDAQ,Interval.INTERVAL_1_DAY
T,STRONG_SELL,0,17,9,17.53,-7.60229806693998,-8.7264396542747,20.682097,17.828903,america,NYSE,Interval.INTERVAL_1_DAY
BALL,SELL,4,12,10,52.28,-0.506223118791155,1.2628806074223178,55.2970556,49.9729444,america,NYSE,Interval.INTERVAL_1_DAY
CTRA,BUY,12,4,10,25.7,4.110402952375281,-0.031118717908810822,26.5714732,23.8005268,america,NYSE,Interval.INTERVAL_1_DAY
EPAM,SELL,2,16,8,280.79,-1.9613091832141123,-3.269590500239417,302.06169716,277.66630284,america,NYSE,Interval.INTERVAL_1_DAY
CBRE,SELL,3,14,9,71.07,-0.9178148988506649,-0.40080722013566117,73.31623296,68.52976704,america,NYSE,Interval.INTERVAL_1_DAY
CVX,STRONG_BUY,16,0,10,171.48,4.66862260993355,0.5075785105559874,176.3577458,159.0922542,america,NYSE,Interval.INTERVAL_1_DAY
GOOG,BUY,15,1,10,106.78,2.774863566801727,0.34393970718139144,109.71745099,100.94354901,america,NASDAQ,Interval.INTERVAL_1_DAY
EXPD,STRONG_BUY,16,1,9,112.59,4.387895123941135,1.3529935996111249,114.0313058,103.7106942,america,NASDAQ,Interval.INTERVAL_1_DAY
PM,BUY,14,3,9,98.35,1.5334108721606725,-0.8838320215264162,102.31026965,93.63673035,america,NYSE,Interval.INTERVAL_1_DAY
WELL,BUY,14,3,9,75.33,5.249676314736078,0.260867250512419,77.89479941,67.86820059,america,NYSE,Interval.INTERVAL_1_DAY
CINF,SELL,2,15,9,105.56,-3.248276873441853,-2.3180493221672123,113.64912032,105.14687968,america,NASDAQ,Interval.INTERVAL_1_DAY
UAL,NEUTRAL,8,9,9,43.93,1.2328609286784058,1.1373054609079958,45.60288482,40.78211518,america,NASDAQ,Interval.INTERVAL_1_DAY
EMN,SELL,3,13,10,82.22,0.5441760929379313,-0.3852770844944189,84.34920313,80.52879687,america,NYSE,Interval.INTERVAL_1_DAY
XEL,STRONG_BUY,16,0,10,71.03,4.2076230157565675,0.596241272359066,73.34432447,65.33467553,america,NASDAQ,Interval.INTERVAL_1_DAY
GEN,SELL,4,13,9,17.54,2.9906834527928794,-1.004628061858,18.17355783,16.55244217,america,NASDAQ,Interval.INTERVAL_1_DAY
SNPS,NEUTRAL,8,9,9,375.67,-0.22875475525037814,-0.8535143466418873,387.52631012,370.29368988,america,NASDAQ,Interval.INTERVAL_1_DAY
LNT,BUY,15,1,10,55.54,3.902420773001097,1.1362808653215808,56.51979093,51.68320907,america,NASDAQ,Interval.INTERVAL_1_DAY
JKHY,BUY,12,5,9,158.51,5.35772840702424,1.97110250504997,159.50742917,144.96557083,america,NASDAQ,Interval.INTERVAL_1_DAY
MAA,NEUTRAL,8,8,10,149.98,1.3691161484820498,0.4346050049889101,152.93918456,144.52581544,america,NYSE,Interval.INTERVAL_1_DAY
MMM,NEUTRAL,7,9,10,105.06,1.3258062889423599,-0.34621769030115956,107.4368491,100.7621509,america,NYSE,Interval.INTERVAL_1_DAY
PTC,NEUTRAL,9,7,10,126.09,1.6428594460387416,-0.7431081442763343,129.59731152,123.28368848,america,NASDAQ,Interval.INTERVAL_1_DAY
ROST,BUY,12,6,8,106.41,2.1143880717127956,1.5653335878591292,108.95101601,101.01698399,america,NASDAQ,Interval.INTERVAL_1_DAY
FCX,SELL,3,13,10,39.53,-0.1616406526241434,-4.948542848898711,43.52905683,37.96894317,america,NYSE,Interval.INTERVAL_1_DAY
