Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval,AdoscLastN
DFLI,STRONG_SELL,1,16,9,1.5,-40.07271169657177,-21.09374589029926,3.59794724,1.09326276,america,NASDAQ,1h,  -82011.53 -427945.98 -511940.36 -390436.54 -237377.56 -153182.75 -128734.94 -136322.84
TBLT,STRONG_SELL,2,17,7,0.5601,-28.161896228377685,-18.86018919584521,0.93867967,0.57208983,america,NASDAQ,1h,  609.69 -6512.37 -13564.63 -17204.15 -25713.26 -28329.23 -26983.73 -28397.1
EBET,STRONG_SELL,0,17,9,0.1744,-11.2604892874772,-13.562765376931267,0.23011623,0.16146367,america,NASDAQ,1h,  -3519.72 -587228.95 -735915.04 -862127.57 -953408.26 -919339.49 -834433.59 -786612.36
BDSX,STRONG_SELL,1,17,8,1.2501,-15.478197563536838,-11.800190496348833,1.63260123,1.30548877,america,NASDAQ,1h,  -8560.12 -11218.89 -11394.86 -10869.72 -10152.28 -9184.77 -8308.13 -9718.99
NRBO,STRONG_SELL,1,17,8,0.4212,-13.229422889138846,-10.59982170904614,0.51597989,0.44431411,america,NASDAQ,1h,  -9520.1 -11117.26 -11546.79 -11029.8 -10041.19 -8808.05 -14569.04 -13802.45
NXTP,STRONG_SELL,0,17,9,1.12,-3.545285191487622,-9.35357770098011,1.31497445,1.09750555,america,NASDAQ,1h,  866.05 679.44 732.25 619.19 389.37 259.96 120.39 -631.75
SPCB,STRONG_SELL,0,16,10,0.9382,-11.375465341388235,-9.081218323303403,1.1652997,0.9555803,america,NASDAQ,1h,  -2287.28 -3441.83 -3672.53 -4158.02 -3978.62 -4265.02 -3754.86 -3493.08
NRSN,STRONG_SELL,0,17,9,1.6201,-10.6570711666253,-8.804341095743894,1.93570495,1.65982505,america,NASDAQ,1h,  -4176.59 -3783.8 -1835.55 -871.66 128.48 621.41 -863.16 -7196.28
SGTX,STRONG_SELL,0,16,10,4.7899,-3.7587770236253135,-8.649142447376803,5.74212201,4.63268799,america,NASDAQ,1h,  -133.33 -157.54 231.88 76.88 22.66 -1.58 -163.12 -430.59
POCI,STRONG_SELL,0,16,10,6.1,-8.421838084594285,-8.09114345164464,7.07857356,6.23111644,america,NASDAQ,1h,  -61.97 -54.92 6.41 30.92 38.13 37.62 33.99 29.41
EFTR,STRONG_SELL,1,16,9,0.7748,-20.636270125947405,-8.047930431637113,1.0306738,0.75864,america,NASDAQ,1h,  -4286.33 -50546.75 -34801.45 -11199.45 246.16 -4561.83 35014.15 43373.2
