Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval
NKNUSDT,SELL,2,15,9,0.0847,-2.4755325273460045,-1.6145893832036222,0.0897256,0.0823744,america,BINANCE,Interval.INTERVAL_1_DAY
LOOMBTC,BUY,13,2,11,4.39e-06,49.319727891156475,-7.188160676532746,6.26e-06,9.9e-07,america,BINANCE,Interval.INTERVAL_1_DAY
GEMUSDT,SELL,4,14,8,0.000614,-4.524957238376615,-2.0421186981493378,0.00068247,0.00058193,america,Kucoin,Interval.INTERVAL_1_DAY
OASUSDT,SELL,3,14,9,0.0434,-4.833598037730184,-0.9833223061303613,0.04716194,0.04250806,america,Kucoin,Interval.INTERVAL_1_DAY
NEOBTC,STRONG_SELL,0,16,10,0.0002564,-7.050933478339687,-4.871442882053927,0.0002862,0.00026067,america,BINANCE,Interval.INTERVAL_1_DAY
KNCUSDT,NEUTRAL,8,8,10,0.637,3.813559322033882,-7.7747212972346915,0.75671845,0.55508155,america,BINANCE,Interval.INTERVAL_1_DAY
LYMUSDT,NEUTRAL,9,8,9,0.0008157,0.49650720120246206,6.626057175723204,0.00087386,0.00071575,america,Kucoin,Interval.INTERVAL_1_DAY
NIMETH,BUY,12,2,12,6.9e-07,23.214285714285694,-4.166666666666671,8.3e-07,4.2e-07,america,Kucoin,Interval.INTERVAL_1_DAY
SUTERBTC,BUY,1,4,21,1e-08,0.0,0.0,2e-08,1e-08,america,Kucoin,Interval.INTERVAL_1_DAY
NULSBTC,SELL,1,15,10,6.4e-06,-6.569343065693431,-5.185185185185176,7.04e-06,6.5e-06,america,BINANCE,Interval.INTERVAL_1_DAY
HAIUSDT,BUY,13,3,10,0.0233,10.396874394416301,0.3013344812742105,0.02563159,0.01872741,america,Kucoin,Interval.INTERVAL_1_DAY
MITXUSDT,NEUTRAL,8,9,9,0.005266,-2.234714659408837,8.302655122061566,0.00556699,0.00442771,america,Kucoin,Interval.INTERVAL_1_DAY
PDEXUSDT,STRONG_SELL,1,16,9,0.585,-16.95491945358269,-8.786154205971783,0.76962686,0.58237314,america,Kucoin,Interval.INTERVAL_1_DAY
HTRBTC,SELL,1,15,10,1.47e-06,-3.921568627450995,-1.3422818791946298,1.54e-06,1.45e-06,america,Kucoin,Interval.INTERVAL_1_DAY
FLAMEUSDT,SELL,3,13,10,0.02185,2.5741174283518546,-0.9115232869257568,0.0231724,0.0195416,america,Kucoin,Interval.INTERVAL_1_DAY
EPXUSDT,BUY,14,2,10,0.000206,15.619913565695668,13.236587510993843,0.00019855,0.00016252,america,BINANCE,Interval.INTERVAL_1_DAY
PUNDIXBTC,STRONG_BUY,16,2,8,1.383e-05,5.814843152257069,2.292899408284029,1.405e-05,1.248e-05,america,Kucoin,Interval.INTERVAL_1_DAY
