Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval
HIODBSUSDT,STRONG_SELL,0,17,9,0.004133,-36.22828822406661,-30.23412839081041,0.00853999,0.00454261,america,Kucoin,Interval.INTERVAL_1_DAY
AFKUSDC,STRONG_SELL,0,17,9,0.001386,-75.56835308489204,-27.567285079696887,0.00785405,-0.00064285,america,Kucoin,Interval.INTERVAL_1_DAY
RNDRUPUSDT,STRONG_SELL,1,14,9,5.7149,-39.56999308115597,-25.462816837481313,10.83872719,5.99206281,america,Kucoin,Interval.INTERVAL_1_DAY
BRISEUSDT,STRONG_SELL,2,15,9,2.2e-07,-18.518518518518505,-24.137931034482747,3.7e-07,2e-07,america,Kucoin,Interval.INTERVAL_1_DAY
CLHUSDT,STRONG_SELL,0,17,9,0.002009,-37.873601073682714,-22.902755391818246,0.00398151,0.00205489,america,Kucoin,Interval.INTERVAL_1_DAY
TELBTC,STRONG_SELL,0,13,13,4e-08,-20.0,-20.0,5e-08,4e-08,america,Kucoin,Interval.INTERVAL_1_DAY
ARKERUSDT,STRONG_SELL,1,16,9,0.0005514,-11.838066001534926,-19.153116431828522,0.00079174,0.00045739,america,Kucoin,Interval.INTERVAL_1_DAY
HMNDUSDT,STRONG_SELL,0,16,8,0.02919,-42.14035493195496,-18.274211159951832,0.06725686,0.02192114,america,Kucoin,Interval.INTERVAL_1_DAY
WALUSDT,STRONG_SELL,1,17,8,0.00588,-11.19608900326672,-17.785234899328856,0.00857321,0.00478279,america,Kucoin,Interval.INTERVAL_1_DAY
VEGAETH,STRONG_SELL,0,16,10,0.00041,-25.83615216250928,-17.357037753723986,0.00062416,0.00044151,america,Kucoin,Interval.INTERVAL_1_DAY
AUCTIONBUSD,STRONG_SELL,2,15,9,5.07,-9.188608275120899,-16.474464579901152,8.23422183,3.81277817,america,BINANCE,Interval.INTERVAL_1_DAY
VEGAUSDT,STRONG_SELL,0,17,9,0.7609,-26.577205621852812,-16.38553422489862,1.1651692,0.8031908,america,Kucoin,Interval.INTERVAL_1_DAY
AUCTIONUSDT,STRONG_SELL,2,15,9,5.08,-9.063786567852375,-16.309719934102134,8.24169312,3.81030688,america,BINANCE,Interval.INTERVAL_1_DAY
AUCTIONBTC,STRONG_SELL,2,15,9,0.0001745,-7.240059536466077,-15.988638004910683,0.00028132,0.00012847,america,BINANCE,Interval.INTERVAL_1_DAY
DCUSDT,STRONG_SELL,1,15,10,0.000631,-3.6597096050200832,-15.956313265849758,0.00088551,0.00050149,america,Kucoin,Interval.INTERVAL_1_DAY
