Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval
REQETH,STRONG_BUY,16,1,9,6.713e-05,64.57465064966902,52.42960944595822,5.704e-05,2.625e-05,america,Kucoin,Interval.INTERVAL_1_DAY
REQBTC,STRONG_BUY,16,1,9,3.83e-06,56.32653061224491,49.0272373540856,3.3e-06,1.66e-06,america,BINANCE,Interval.INTERVAL_1_DAY
REQUSDT,STRONG_BUY,16,1,9,0.1053,59.3764189495989,48.142937535171626,0.09011289,0.04482711,america,BINANCE,Interval.INTERVAL_1_DAY
RAREBTC,STRONG_BUY,16,2,8,2.64e-06,16.8141592920354,20.0,2.48e-06,2.01e-06,america,BINANCE,Interval.INTERVAL_1_DAY
REIUSDT,STRONG_BUY,17,1,8,0.02725,8.258085687168702,8.752045336632477,0.02665555,0.02257945,america,BINANCE,Interval.INTERVAL_1_DAY
FUNETH,STRONG_BUY,17,1,8,2.8e-06,11.111111111111114,5.263157894736835,2.79e-06,2.34e-06,america,BINANCE,Interval.INTERVAL_1_DAY
TRXXRP,STRONG_BUY,16,0,10,0.17807,5.629168005543718,4.5858735360796885,0.17604942,0.16283658,america,BINANCE,Interval.INTERVAL_1_DAY
KAIETH,STRONG_BUY,16,1,9,3.2e-06,18.959107806691435,4.575163398692823,3.31e-06,2.41e-06,america,Kucoin,Interval.INTERVAL_1_DAY
TOMOBTC,STRONG_BUY,16,0,10,5.36e-05,10.35618694667491,4.2801556420233595,5.341e-05,4.648e-05,america,BINANCE,Interval.INTERVAL_1_DAY
PAXGBNB,STRONG_BUY,16,1,9,9.032,1.9478296587621742,2.989805924878567,9.23439746,8.42790254,america,BINANCE,Interval.INTERVAL_1_DAY
FUNBNB,STRONG_BUY,18,0,8,2.062e-05,7.061266874350977,1.128003923491903,2.153e-05,1.777e-05,america,BINANCE,Interval.INTERVAL_1_DAY
BUSDBIDR,STRONG_BUY,16,1,9,15753.0,1.8699546253304788,0.8269435092615112,15755.58198865,15304.21801135,america,BINANCE,Interval.INTERVAL_1_DAY
USDTBIDR,STRONG_BUY,16,1,9,15751.0,1.85526477454232,0.8051096945959131,15756.53259078,15302.76740922,america,BINANCE,Interval.INTERVAL_1_DAY
BUSDRUB,STRONG_BUY,16,0,10,101.59,2.9697952564362566,0.7157869691081515,102.59753695,96.23746305,america,BINANCE,Interval.INTERVAL_1_DAY
USDTRUB,STRONG_BUY,16,0,10,101.51,2.9015722587490984,0.6324847331271428,102.6139945,96.2090055,america,BINANCE,Interval.INTERVAL_1_DAY
USDDUSDT,STRONG_BUY,18,0,8,0.9994,0.11754143976136788,0.07710563471957244,0.99942181,0.99703819,america,Kucoin,Interval.INTERVAL_1_DAY
USDDUSDC,STRONG_BUY,18,0,8,0.9994,0.10651016154699278,0.05606503544110808,0.99974327,0.99690673,america,Kucoin,Interval.INTERVAL_1_DAY
USDPUSDT,STRONG_BUY,16,1,9,1.0001,0.01933480451729963,0.032007041549135806,1.00055325,0.99935675,america,BINANCE,Interval.INTERVAL_1_DAY
BUSDDAI,STRONG_BUY,16,0,10,1.0004,0.04533541773781735,0.027996640403159745,1.00048438,0.99947562,america,BINANCE,Interval.INTERVAL_1_DAY
MTVETH,STRONG_BUY,13,0,13,7.6e-07,11.764705882352942,0.0,8.3e-07,6e-07,america,Kucoin,Interval.INTERVAL_1_DAY
